CHARACTER	KARLGREN	KARLGRENCODE	XIESHENG	PINYIN	MCH
刓	0257	h	元	wán	ngwan
刖	0306	h	月	yuè	ngwaet
刖	0306	h	月	yuè	ngjwot
列	0291	a	𡿩	liè	ljet
刜	0500	f	弗	fú	phjut
初	0087	a	初	chū	tsrhjo
判	0181	d	半	pàn	phanH
刧	0642	i	去	jié	kjaep
利	0519	a	利	lì	lijH
别	0292	a	𠛰	bié	bjet
别	0292	a	𠛰	bié	pjet
刮	0302	n	𠯑	guā	kwaet
到	1132	a	刀	dào	tawH
刲	0879	h	圭	kuī	khwej
刳	0043	f	夸	kū	khuH
刵	0981	c	刵	èr	nyiH
制	0335	a	𠛐	zhì	tsyejH
刷	0298	a	㕞	shuā	srwaet
刷	0298	a	㕞	shuā	srjwet
券	0226	l	𠔉	quàn	khjwonH
刺	0868	d	朿	cì	tshjek
刺	0868	d	朿	cì	tshjeH
刻	0937	v	亥	kè	khok
剄	0831	e	巠	jǐng	kengX
則	0906	a	則	zé	tsok
剉	0012	e	𡋲	cuò	tshwaH
削	1149	c'	肖	xuē	sjewH
削	1149	c'	肖	xuē	sraewH
削	1149	c'	肖	xuē	sjak
剋	0903	g	克	kè	khok
剌	0272	a	柬	lá	lat
前	0245	a	??	qián	dzen
剔	0850	h	易	tī	thek
剕	0579	m	?	fèi	bjɨjH
剖	0999	v	㕻	pōu	phuwX
剗	0155	i	?	chǎn	tsrheanX
剚	0971	d	?	zì	tsriH
剛	0697	b	岡	gāng	kang
剝	1228	a	彔	bō	paewk
剟	0295	g	叕	duō	trjwet
剟	0295	g	叕	duō	twat
剡	0617	d	炎	shàn	yemX
剪	0245	j	前	jiǎn	tsjenX
剫	0801	c	度	duó	dak
剬	0168	e	耑	duān	twan
剬	0168	e	耑	duān	tsywenX
剭	1204	b	?	wū	'uwk
副	0933	s	畐	fù	phjuwH
副	0933	s	畐	fù	phik
割	0314	d	害	gē	kat
創	0703	l	倉	chuàng	tsrhjang
創	0703	l	倉	chuàng	tsrhjangH
剸	0231	c	專	tuán	dwan
剽	1157	g	𤐫	piāo	phjiew
剽	1157	g	𤐫	piāo	phjiewX
剽	1157	g	𤐫	piāo	phjiewH
劀	0507	k	矞	guā	kweat
劇	0803	i	豦	jù	gjaek
劉	1114	a'	畱	liú	ljuw
劌	0346	k	歲	guì	kjwejH
劍	0613	i	僉	jiàn	kjaemH
劍	0613	i	僉	jiàn	kjomH
劑	0593	h	亝	jì	dzejH
劑	0593	h	亝	jì	tsje
劓	0537	a	劓	yì	ngijH
劙	1241	p	?	lí	lejH
劙	1241	p	?	lí	lejX
力	0928	a	力	lì	lik
功	1172	d	工	gōng	kuwng
加	0015	a	力	jiā	kae
劦	0639	a	劦	xié	hep
助	0046	z	且	zhù	dzrjoH
劫	0642	h	去	jié	kjaep
劬	0108	t	句	qú	gju
効	1166	v	交	xiào	haewH
劼	0393	x	吉	jié	kheat
劾	0937	x	亥	hé	hojH
劾	0937	x	亥	hé	hok
勁	0831	m	巠	jìn	kjiengH
勃	0491	b	孛	bó	bwot
勅	0917	b	束	chì	trhik
勇	1185	k	甬	yǒng	yowngX
勉	0222	c	免	miǎn	mjenX
勌	0226	j	?	juàn	gjwenH
勍	0755	e	京	qíng	gjaeng
勑	0944	i	來	chì	lojH
勒	0928	f	力	lēi	lok
動	1188	m	重	dòng	duwngX
勖	1217	a	冒	xù	xjowk
務	1109	j	敄	wù	mjuH
勝	0893	p	𦨶	shèng	sying
勝	0893	p	𦨶	shèng	syingH
勞	1135	a	勞	láo	law
勞	1135	a	勞	láo	lawH
募	0802	e	莫	mù	muH
勠	1069	j	翏	lù	ljuwk
勠	1069	j	翏	lù	ljuwH
勠	1069	j	翏	lù	ljuw
勢	0330	l	勢	shì	syejH
勤	0480	x	堇	qín	gjɨn
勦	1169	c	巣	chāo	dzraew
勦	1169	c	巣	chāo	tsjewX
勩	0339	k	貰	yì	yejH
勱	0267	c	萬	mài	maejH
勳	0461	f	熏	xūn	xjun
勵	0340	c	厲	lì	ljejH
勸	0158	s	雚	quàn	khjwonH
勺	1120	a	勺	sháo	tsyak
勺	1120	a	勺	sháo	dzyak
勻	0391	a	勻	yún	ywin
勿	0503	a	勿	wù	mjut
匃	0313	a	亡	gài	kajH
匃	0313	a	亡	gài	kat
包	1113	a	勹	bāo	paew
匆	1199	b	??	cōng	tsrhaewng
匈	1183	d	凶	xiōng	xjowng
匊	1017	a	匊	jū	kjuwk
匋	1047	a	包	táo	daw
匍	0102	l'	甫	pú	bu
匏	1113	f	包	páo	baew
匐	0933	m	畐	fú	bok
匐	0933	m	畐	fú	bjuwk
匓	0987	e	?	jiù	kjuwH
匕	0566	a	匕	bǐ	pjijH
匕	0565	a	匕	bǐ	pjijX
化	0019	a	匕	huà	xwaeH
北	0909	a	北	běi	pok
匚	0741	a	匚	fāng	pjang
匜	0004	n	也	yí	ye
匝	0679	b	帀	zā	tsop
匠	0729	a	匠	jiàng	dzjangH
匡	0739	m	㞷	kuāng	khjwang
匣	0629	e	甲	xiá	haep
匧	0630	j	夾	qiè	khep
匪	0579	c	非	fěi	pjɨjX
匭	0992	l	軌	guǐ	kwijX
匯	0601	d	淮	huì	hwojX
匰	0147	f	單	dān	tan
匱	0540	g	貴	guì	gwijH
匴	0174	b	算	suǎn	swanX
匵	1023	f	𧶠	dú	duwk
匶	1067	f	久	jiù	gjuwH
匹	0408	a	八	pǐ	phjit
医	0589	a	矢	yī	'ejH
匽	0253	d	妟	yǎn	'jonH
匽	0253	d	妟	yǎn	'jonX
匿	0777	l	若	nì	nrik
區	0122	a	區	qū	khju
區	0122	a	區	qū	'uw
十	0686	a	十	shí	dzyip
卂	0363	a	卂	xùn	sinH
千	0365	a	人	qiān	tshen
升	0897	a	升	shēng	sying
午	0060	a	午	wǔ	nguX
卉	1239	a	芔	huì	xjwɨjH
半	0181	a	半	bàn	panH
卑	0874	a	卑	bēi	pjie
卒	0490	a	䘚	zú	tshwot
卒	0490	a	䘚	zú	tswit
卒	0490	a	䘚	zú	tswot
卓	1126	a	卓	zhuō	traewk
協	0639	b	劦	xié	hep
南	0650	a	南	nán	nom
博	0771	a	尃	bó	pak
卜	1210	a	卜	bó	puwk
卞	0220	b	卞	biàn	bjenH
卟	0587	a	卟	bǔ	kejX
卟	0587	a	卟	bǔ	kej
占	0618	a	占	zhàn	tsyem
卣	1081	a	𠧪	yǒu	yuwX
卣	1081	a	𠧪	yǒu	yuw
卦	0879	s	圭	guà	kweaH
卬	0699	a	卬	áng	ngjangX
卬	0699	a	卬	áng	ngang
卮	1238	d	卮	zhī	tsye
卯	1114	a	戼	mǎo	maewX
印	1251	f	爪	yìn	'jinH
危	0029	a	危	wēi	ngjwe
卲	1131	t	召	shào	dzyewX
即	0923	a	卽	jí	tsik
却	0776	c	𧮫	què	khjak
卵	0179	a	卵	luǎn	lwanX
卵	0179	a	卵	luǎn	lwaX
卷	0226	a	𢍏	juǎn	gjwen
卷	0226	a	𢍏	juǎn	kjwenX
卸	0060	-	午	xiè	sjaeH
卹	0410	f	卪	xù	swot
卻	0776	b	𧮫	què	khjak
卼	0487	e	?	wù	ngwot
卽	0399	a	卽	jí	tsit
卽	0399	a	卽	jí	tsik
卿	0714	o	卿	qīng	khjaeng
厂	0145	a	厂	chǎng	xanH
厄	0844	b	𠨳	è	'eak
厈	0792	c	干	hǎn	tsyhek
厎	0590	n	氐	dǐ	tsyijX
厓	0879	p	圭	yá	kweaH
厓	0879	p	圭	yá	ngea
厖	1201	e	尨	páng	maewng
厚	0114	a	𣆪	hòu	huwX
厝	0798	p	㫺	cuò	tshak
厞	0579	n	非	fèi	bjɨjH
原	0258	a	厡	yuán	ngjwon
厤	0858	c	秝	lì	lek
厥	0301	c	欮	jué	kjwot
厦	0036	d	夏	shà	haeX
厭	0616	c	猒	yàn	'jiep
厭	0616	c	猒	yàn	'eamX
厭	0616	c	猒	yàn	'jiem
厲	0340	a	萬	lì	ljejH
厶	0557	a	厶	sī	sij
厶	0887	a	厶	sī	kwong
厷	0887	b	厷	gōng	kwong
厹	0992	q	?	róu	gjuw
去	0642	a	𠙴	qù	khjoX
去	0642	a	𠙴	qù	khjoH
叀	0533	b	屮	zhuān	hwejH
參	0647	a	??	cān	syim
參	0647	a	??	cān	tshom
參	0647	a	??	cān	tsrhim
又	0995	a	又	yòu	hjuwH
及	0681	a	及	jí	gip
友	0995	e	又	yǒu	hjuwX
反	0262	a	反	fǎn	baenX
反	0262	a	反	fǎn	pjonX
叔	1031	b	尗	shū	syuwk
叕	0295	a	?	zhuó	trjwejH
取	0131	a	取	qǔ	tshjuX
取	0131	a	取	qǔ	tshjuH
取	0131	a	取	qǔ	tshuwX
受	1085	a	舟	shòu	dzyuwX
叚	0033	a	叚	jiǎ	kaeX
叛	0181	l	反	pàn	banH
叜	1097	a	叜	sǒu	suwX
叟	1097	a	叜	sǒu	suwX
叡	0344	a	叡	ruì	ywejH
叢	1178	a	叢	cóng	dzuwng
口	0110	a	口	kǒu	khuwX
古	0049	a	古	gǔ	kuX
句	0108	a	勹	jù	kjuH
句	0108	a	勹	jù	kuw
叨	1131	d	刀	dāo	thaw
叩	0110	d	口	kòu	khuwX
叩	0110	d	口	kòu	khuwH
只	0865	a	只	zhǐ	tsyeX
叫	1064	g	丩	jiào	kewH
召	1131	e	刀	zhào	dzyewX
召	1131	e	刀	zhào	drjewH
可	0001	a	𠀀	kě	khaX
台	0976	p	㞢	tái	yi
台	0976	p	㞢	tái	thoj
叱	0400	e	七	chì	tsyhit
史	0975	a	㕜	shǐ	sriX
右	0995	i	又	yòu	hjuwH
右	0995	i	又	yòu	hjuwX
叴	0992	r	九	qiú	gjuw
叶	0639	c	?	yè	hep
号	1041	p	丂	hào	hawH
司	0972	a	司	sī	si
吁	0097	t	于	yù	xju
吃	0517	g	气	chī	kjɨt
各	0766	a	各	gè	kak
合	0675	a	合	hé	hop
吉	0393	a	吉	jí	kjit
同	1176	a	同	tóng	duwng
名	0826	a	名	míng	mjieng
后	0112	a	后	hòu	huwX
后	0112	a	后	hòu	huwH
吏	0975	g	㕜	lì	liH
吐	0062	d	土	tǔ	thuH
吐	0062	d	土	tǔ	thuX
向	0715	a	向	xiàng	xjangH
君	0459	a	尹	jūn	kjun
吝	0475	t	文	lìn	linH
吞	0361	d	天	tūn	thon
吞	0361	d	天	tūn	then
吟	0651	s	今	yín	ngim
吠	0348	a	吠	fèi	bjojH
吡	0566	d'	?	bǐ	phjieX
否	0999	e	不	fǒu	pijX
否	0999	e	不	fǒu	pjuwX
否	0999	e	不	fǒu	bijX
吪	0019	d	化	é	ngwa
含	0651	l'	今	hán	homH
含	0651	l'	今	hán	hom
吮	0468	m	允	shǔn	zywinX
启	0588	a	启	qǐ	khejX
吳	0059	a	吳	wú	ngu
吶	0695	k	內	nà	nywet
吶	0695	k	內	nà	nrjwet
吶	0695	k	內	nà	nrwaet
吷	0312	i	夬	xuè	xwet
吷	0312	i	夬	xuè	xjwiet
吸	0681	j	及	xī	xip
吹	0030	a	吹	chuī	tsyhweH
吻	0503	o	勿	wěn	mjunX
吾	0058	f	五	wú	ngu
呂	0076	a	呂	lǚ	ljoX
呈	0835	r	𡈼	chéng	drjeng
告	1039	a	吿	gào	kowk
告	1039	a	吿	gào	kawH
呥	0622	e	?	rán	nyem
呦	1115	g	幼	yōu	'jiw
周	1083	a	周	zhōu	tsyuwX
周	1083	a	周	zhōu	tsyuw
呫	0618	p	?	tiè	thep
呱	0041	b	瓜	gū	ku
味	0531	g	未	wèi	mjɨjH
呴	0108	a'	?	xǔ	xju
呴	0108	a'	?	xǔ	xjuH
呵	0001	j	可	ā	xa
呶	1244	i	奴	náo	nraew
呺	1041	r	?	xiāo	xjew
呻	0385	g	申	shēn	syin
呼	0055	h	乎	hū	xuH
呼	0055	h	乎	hū	xu
命	0762	a	命	mìng	mjaengH
呿	0642	c	?	qù	khjo
呿	0642	c	?	qù	khjoH
咀	0046	u	且	jǔ	dzjoX
咄	0496	h	出	duō	twot
咅	0999	u	丶	pǒu	phuwH
咈	0500	m	弗	fú	bjut
咋	0806	f	乍	zǎ	dzraeH
和	0008	e	禾	hé	hwa
和	0008	e	禾	hé	hwaH
咍	1240	a	?	hāi	xoj
咎	1068	a	咎	jiù	gjuwX
咎	1068	a	咎	jiù	kaw
咏	0764	g	永	yǒng	hjwaengH
咠	0688	a	耳	qì	tsip
咠	0688	a	耳	qì	tship
咡	0981	g	?	èr	nyi
咡	0981	g	?	èr	nyiX
咢	0788	g	屰	è	ngak
咤	0780	g	宅	zhà	traeH
咥	0413	m	至	xì	det
咨	0555	e	次	zī	tsij
咫	0865	d	只	zhǐ	tsyeX
咬	1166	g	交	yǎo	kaew
咬	1166	g	交	yǎo	ngaewX
咬	1166	g	交	yǎo	'aew
咮	0128	u	朱	zhòu	trjuwH
咮	0128	u	朱	zhòu	tuwH
咳	0937	g	亥	hāi	khojH
咳	0937	g	亥	hāi	hoj
咶	1238	e	?	huài	zyeX
咷	1145	t	兆	táo	thewH
咷	1145	t	兆	táo	daw
咸	0671	a	咸	xián	heam
咺	0164	q	亘	xuǎn	xjwonX
咻	1070	g	?	xiū	xjuw
咼	0018	a	冎	guō	kwaeX
咽	0370	h	因	yàn	'enH
咽	0370	h	因	yàn	'in
咽	0370	h	因	yàn	'en
咽	0370	h	因	yàn	'wen
咿	0604	d	?	yī	'jij
哀	0550	h	衣	āi	'oj
品	0669	a	品	pǐn	phimX
哂	0594	i	西	shěn	syinX
哆	0003	k	多	duō	tsyhaeX
哇	0879	x	圭	wa	hweaH
哇	0879	x	圭	wa	hwea
哉	0943	v	𢦒	zāi	tsoj
員	0227	a	囗	yuán	hjwen
員	0227	a	囗	yuán	hjun
哤	1201	c	尨	máng	maewng
哥	0001	p	可	gē	ka
哨	1149	q	肖	shào	tshjewH
哫	1219	c	?	zú	tsjowk
哭	1203	a	獄	kū	khuwk
哮	1168	d	孝	xiāo	xaew
哮	1168	d	孝	xiāo	xaewH
哲	0287	c	㪿	zhé	trjet
哳	0287	n	?	zhā	traet
哺	0102	i'	甫	bǔ	buH
哽	0745	c	更	gěng	kaengX
哿	0015	i	加	gě	kaX
唁	0251	e	言	yàn	ngjenH
唅	0651	m'	?	hán	hom
唈	0683	i	?	yì	'op
唉	0938	a	矣	āi	'oj
唐	0700	a	庚	táng	dang
唪	1197	d'	奉	fěng	puwngX
唪	1197	d'	奉	fěng	buwngX
唫	0652	g	金	jìn	khim
唫	0652	g	金	jìn	ngim
唫	0652	g	金	jìn	gimX
售	1091	e	?	shòu	dzyuwH
唯	0575	i	隹	wéi	tshwijX
唯	0575	i	隹	wéi	ywij
唯	0575	i	隹	wéi	ywijX
唱	0724	d	昌	chàng	tsyhangH
唲	0873	e	?	ér	nye
唶	0798	v	昔	zé	tsjaeH
唾	0031	m	𡍮	tuò	thwaH
啁	1083	j	周	zhāo	trjuw
啁	1083	j	周	zhāo	traew
啄	1218	b	豖	zhuó	traewk
啄	1218	b	豖	zhuó	tuwk
商	0734	a	章	shāng	syang
啍	0464	t	𦎧	tūn	thwon
啍	0464	t	𦎧	tūn	dwon
啎	0058	o	吾	wǔ	nguH
問	0441	g	門	wèn	mjunH
啐	0490	e	卒	cuì	tshwojH
啖	0617	n	炎	dàn	damX
啖	0617	n	炎	dàn	damH
啗	0672	k	臽	dàn	damX
啗	0672	k	臽	dàn	damH
啚	0983	a	啚	bǐ	pijX
啜	0295	c	叕	chuài	tsyhwet
啜	0295	c	叕	chuài	trjwet
啜	0295	c	叕	chuài	dzywejH
啞	0805	f	亞	yǎ	'aek
啞	0805	f	亞	yǎ	'aeX
啟	0588	c	启	qǐ	khejX
啻	0877	k	帝	chì	syeH
啼	0877	g	帝	tí	dej
啾	1092	e	秋	jiū	tsjuw
喀	0766	o'	客	kā	khaek
喁	0124	m	禺	yóng	nguwX
喁	0124	m	禺	yóng	ngju
喁	0124	m	禺	yóng	ngjowng
善	0205	a	譱	shàn	dzyenX
喈	0599	c	皆	jiē	keaj
喉	0113	f	矦	hóu	huw
喑	0653	d	音	yīn	'im
喑	0653	d	音	yīn	'imH
喓	1142	c	?	yāo	'jiew
喔	1204	d	屋	ō	'aewk
喘	0168	j	耑	chuǎn	tsyhwenX
喙	0171	i	彖	huì	xjwojH
喙	0171	i	彖	huì	tsyhwejH
喜	0955	a	壴	xǐ	xiX
喝	0313	k	曷	hē	xat
喝	0313	k	曷	hē	'aejH
喟	0523	g	𦞅	kuì	khweajH
喟	0523	g	𦞅	kuì	khwijH
喤	0708	n	𦤃	huáng	xwaeng
喤	0708	n	𦤃	huáng	hwaeng
喧	0164	x	宣	xuān	xjwonX
喪	0705	a	𠸶	sàng	sang
喪	0705	a	𠸶	sàng	sangH
喫	0279	h	契	chī	kheaH
喬	1138	a	高	qiáo	gjew
喬	1138	a	高	qiáo	khjew
喬	1138	a	高	qiáo	kjew
喭	0199	d	?	yàn	nganH
單	0147	a	單	dān	tan
單	0147	a	單	dān	tanX
喻	0125	c	兪	yù	yuH
喿	1134	a	喿	zào	sawH
嗀	1226	g	𣪊	hù	xaewk
嗀	1226	g	𣪊	hù	xuwk
嗁	0870	d	虒	tí	dej
嗃	1129	x	高	hè	xak
嗃	1129	x	高	hè	xaewk
嗄	1236	c	夏	á	'eajH
嗄	1236	c	夏	á	sraeH
嗅	1088	c	臭	xiù	xjuwH
嗇	0926	a	嗇	sè	srik
嗋	0639	f	?	xié	xjaep
嗌	0849	c	益	ài	'jiek
嗑	0642	p	盍	kē	xaep
嗒	0676	c	?	dā	thop
嗒	0676	c	?	dā	thap
嗔	0375	q	眞	chēn	den
嗚	0061	d	烏	wū	'u
嗛	0627	c	兼	qiǎn	hemX
嗛	0627	c	兼	qiǎn	khemX
嗜	0552	p	耆	shì	dzyijH
嗞	0966	g	茲	zī	tsi
嗟	0005	n	差	jiē	tsjae
嗣	0972	k	司	sì	ziH
嗷	1130	e	敖	áo	ngaw
嗸	1130	f	敖	áo	ngaw
嗼	0802	r	𦱤	mò	maek
嗽	1222	s	欶	sòu	suwH
嗾	1206	g	族	sǒu	tshuwH
嗿	0645	b	貪	tǎn	thomX
嘂	1064	i	丩	jiào	kewH
嘅	0515	m	旣	kǎi	khojH
嘆	0152	a	𪄿	tàn	than
嘆	0152	a	𪄿	tàn	thanH
嘉	0015	g	加	jiā	kae
嘌	1157	h	𤐫	piào	phjiew
嘏	0033	d	叚	gǔ	kaeX
嘐	1069	t	翏	xiāo	xaew
嘑	0055	i	虖	hū	xu
嘒	0527	c	彗	huì	xwejH
嘔	0122	i	區	ǒu	'uwX
嘔	0122	i	區	ǒu	'uw
嘕	0200	b	?	xiān	xjen
嘖	0868	o	責	zé	dzreak
嘗	0725	f	尚	cháng	dzyang
嘬	0325	d	?	chuài	tsrhweajH
嘬	0325	d	?	chuài	tsrhwaejH
嘯	1028	f	肅	xiào	sewH
嘵	1164	e	堯	xiāo	xew
嘶	0869	e	斯	sī	sej
嘻	0955	e	?	xī	xi
嘽	0147	m	單	chǎn	than
嘽	0147	m	單	chǎn	tsyhenX
嘾	0646	f	𪉷	dàn	domX
嘿	0904	e	?	hēi	mok
噂	0430	k	尊	zǔn	tswonX
噆	0660	f	朁	zǎn	tsop
噆	0660	f	朁	zǎn	tshomX
噍	1148	k	焦	jiào	tsjew
噍	1148	k	焦	jiào	dzjewH
噍	1148	k	焦	jiào	tsjuw
噎	0395	b	壹	yē	'et
噏	0675	r	?	xī	xip
噑	1040	d	?	háo	haw
噓	0078	d	?	xū	xjoH
噓	0078	d	?	xū	xjo
噡	0619	b	?	zhān	tsyem
噣	1224	n	蜀	zhòu	tuwH
噤	0655	m	禁	jìn	gimH
噤	0655	m	禁	jìn	gimX
噥	1005	g	?	nóng	nowng
噦	0346	j	歲	huì	'jwet
噦	0346	j	歲	huì	'jwot
噦	0346	j	歲	huì	xwajH
器	0536	a	器	qì	khijH
噩	0768	a	?	è	ngak
噫	0957	b	意	yī	'eajH
噫	0957	b	意	yī	'i
噬	0336	c	筮	shì	dzyejH
噭	1162	c	敫	jiào	kek
噭	1162	c	敫	jiào	kewH
噮	0256	c'	?	yuàn	'wenH
噲	0321	l	會	kuài	kwajH
噲	0321	l	會	kuài	kwat
噲	0321	l	會	kuài	khwaejH
噳	0059	k	虞	yǔ	ngjuX
噴	0437	e	賁	pēn	phwonH
噴	0437	e	賁	pēn	phwon
嚂	0609	m	?	làn	xamX
嚃	0678	f	?	tā	thop
嚆	1129	b'	蒿	hāo	xaew
嚆	1129	b'	蒿	hāo	xaewH
嚇	0779	b	赫	xià	xaeH
嚇	0779	b	赫	xià	xaek
嚌	0593	i	亝	jì	dzejH
嚏	0415	e	𤴡	tì	tejH
嚗	1136	e	?	bó	paewk
嚚	1251	a	臣	yín	ngin
嚥	0243	c	燕	yàn	'enH
嚬	0390	c	?	pín	bin
嚮	0714	i	鄕	xiàng	xjangH
嚳	1038	g	學	kù	khowk
嚴	0607	h	𠪘	yán	ngjaem
嚶	0814	f	嬰	yīng	'eang
嚾	0158	m	?	huān	xwanH
囂	1140	a	囂	xiāo	xjew
囈	0330	i	藝	yì	ngjejH
囊	0730	l	𤕦	náng	nang
囏	0480	j	?	jiān	kean
囚	1094	a	囚	qiú	zjuw
四	0518	a	四	sì	sijH
回	0542	a	囘	huí	hwoj
因	0370	a	因	yīn	'jin
囧	0763	a	囧	jiǒng	kjwaengX
园	0257	i	袁	yuán	ngwan
困	0420	a	困	kùn	khwonH
囱	1199	a	囱	cōng	tsrhaewng
囷	0485	a	?	qūn	khwin
囹	0823	i	令	líng	leng
固	0049	f	固	gù	kuH
囿	0995	u	有	yòu	hjuwk
囿	0995	u	有	yòu	hjuwH
圂	0425	a	圂	hùn	hwonH
圃	0102	z	甫	pǔ	puH
圃	0102	z	甫	pǔ	puX
圄	0058	p	吾	yǔ	ngjoX
圅	0643	a	圅	hán	heam
圅	0643	a	圅	hán	hom
圈	0226	k	卷	quān	gjwonH
圈	0226	k	卷	quān	khjwonX
圈	0226	k	卷	quān	gjwenX
圈	0226	k	卷	quān	kjwonX
圉	0081	a	圉	yǔ	ngjoH
圉	0081	a	圉	yǔ	ngjoX
國	0929	o	或	guó	kwok
圍	0571	g	韋	wéi	hjwɨj
園	0256	b	袁	yuán	hjwon
圓	0227	c	員	yuán	hjwen
圖	0064	a	圖	tú	du
團	0231	n	專	tuán	dwan
圛	0790	b	睪	yì	yek
圜	0256	y	睘	huán	hjwen
土	0062	a	土	tǔ	duX
土	0062	a	土	tǔ	thuX
在	0943	i	才	zài	dzojX
圩	0097	z	?	wéi	'u
圪	0517	n	气	gē	ngjɨt
圪	0517	n	气	gē	xjɨt
圭	0879	a	圭	guī	kwej
圮	1237	a’	己	pǐ	bijX
地	0004	b'	也	de	dijH
圻	0443	l	斤	qí	gjɨj
圻	0443	l	斤	qí	ngjɨn
圼	0404	h	圼	niè	net
圾	0681	k	?	jī	ngip
坁	0867	d	氏	zhǐ	tsyeX
坅	0651	i	?	qǐn	ngimX
坅	0651	i	?	qǐn	khimX
均	0391	c	勻	jūn	kjwin
坊	0740	x	方	fāng	bjang
坎	0624	d	欠	kǎn	khomX
坏	0999	s	不	huài	bwoj
坐	0012	a	坐	zuò	dzwaX
坐	0012	a	坐	zuò	dzwaH
坑	0698	h	亢	kēng	khaeng
坒	0566	y	比	bì	bjijH
坤	0421	a	申	kūn	khwon
坦	0149	d	旦	tǎn	thanX
坫	0618	k	占	diàn	temH
坰	0842	c	冋	jiōng	kweng
坳	1115	j	幼	ào	'aew
坴	1032	e	圥	lù	ljuwk
坶	0947	h	母	mǔ	mjuwk
坺	0276	d	犮	bá	bjot
坺	0276	d	犮	bá	bat
坻	0590	l	氐	chí	drij
坼	0792	d	㡿	chè	trhaek
坿	0136	i	付	fù	bjuH
垂	0031	a	𠂹	chuí	dzywe
垎	0766	g'	各	hè	haek
垓	0937	k	亥	gāi	koj
垔	0483	a	𡍯	yīn	'jin
垗	1145	b	兆	zhào	drjewX
垝	0029	d	危	guǐ	kjweX
垠	0416	h	𥃩	yín	ngjɨn
垢	0112	d	后	gòu	kuwX
垣	0164	m	亘	yuán	hjwon
垤	0413	n	至	dié	det
垸	0257	n	完	yuàn	hwan
垺	1233	h	?	fū	phwoj
垺	1233	h	?	fū	phju
垺	1233	h	?	fū	phjuw
垼	0851	b	?	yì	yek
埃	0938	b	矣	āi	'oj
埅	0740	a'	防	fáng	bjang
埋	0978	l	貍	mái	meaj
埌	0735	g	?	làng	langH
城	0818	e	成	chéng	dzyeng
埏	0203	e	延	shān	syen
埒	0299	d	寽	liè	ljwet
埜	0083	n	予	yě	yaeX
域	0929	e	或	yù	hwik
埤	0874	k	卑	pí	bjieX
埤	0874	k	卑	pí	bjie
埳	0672	e	?	kǎn	khomX
埴	0919	c	直	zhí	dzyik
埵	0031	l	𡍮	duǒ	twaX
埶	0330	a	𡎐	yì	ngjejH
埶	0330	a	𡎐	yì	syejH
執	0685	a	𡙕	zhí	tsyip
埸	0850	g	易	yì	yek
培	0999	a'	㕻	péi	bwoj
基	0952	g	其	jī	ki
埽	1087	f	埽	sào	sawH
埽	1087	f	埽	sào	sawX
堀	0496	p	𡲬	kū	khwot
堁	0351	e	?	kè	khwaH
堂	0725	s	尚	táng	dang
堅	0368	c	臤	jiān	ken
堆	0575	z	隹	duī	twoj
堇	0480	e	𦻍	jǐn	gin
堊	0805	g	亞	è	'ak
堋	0886	k	朋	péng	pongH
堙	0483	d	𡍯	yīn	'in
堞	0633	f	?	dié	dep
堤	0866	k	是	dī	dej
堪	0658	p	甚	kān	khom
堯	1164	a	堯	yáo	ngew
報	1058	a	𠬝	bào	pawH
堲	0923	c	?	cí	tsit
場	0720	x	昜	chǎng	drjang
堵	0045	y	者	dǔ	tuX
塈	0515	h	?	jì	xjɨjH
塈	0515	h	?	jì	xijH
塈	0515	h	?	jì	gijH
塊	0569	g	鬼	kuài	khwojH
塊	0569	g	鬼	kuài	khweajH
塋	0843	c	營	yíng	yweng
塍	0893	n	朕	chéng	zying
塏	0548	d	豈	kǎi	khojX
塒	0961	j'	時	shí	dzyi
塓	0841	e	冥	mì	mek
塗	0082	d'	涂	tú	du
塘	0700	c	唐	táng	dang
塞	0908	a	𡫟	sāi	sojH
塞	0908	a	𡫟	sāi	sok
塤	0227	d	?	xūn	xjwon
填	0375	u	眞	tián	den
填	0375	u	眞	tián	denX
塴	0886	l	?	bèng	pongH
塵	0374	a	𪋻	chén	drin
塹	0611	g	斬	qiàn	tshjem
塺	0017	c	麻	méi	maH
塾	1026	c	𦏧	shú	dzyuwk
塿	0123	j	婁	lǒu	luwX
墀	0596	c	犀	chí	drij
墁	0266	i	?	màn	man
境	0752	b	竟	jìng	kjaengX
墆	0315	d	?	zhì	det
墆	0315	d	?	zhì	dejH
墉	1185	z	庸	yōng	yowng
墊	0685	o	執	diàn	temH
墐	0480	n	𡏳	jìn	ginH
墓	0802	f	莫	mù	muH
墜	0526	g	隊	zhuì	drwijH
墝	1164	j	?	qiāo	khaew
墝	1164	j	?	qiāo	khewX
增	0884	c	曾	zēng	tsong
墟	0078	b	虚	xū	khjo
墠	0147	a'	單	shàn	dzyenX
墣	1211	m	菐	pú	phuwk
墣	1211	m	菐	pú	phaewk
墨	0904	c	墨	mò	mok
墮	0011	e	隋	duò	dwaX
墮	0011	e	隋	duò	xjwie
墳	0437	m	賁	fén	bjunX
墳	0437	m	賁	fén	bjun
墻	0727	l	嗇	qiáng	dzjang
墾	0416	m	貇	kěn	khonX
壁	0853	l	辟	bì	pek
壃	0710	b	?	jiāng	kjang
壅	1184	i	雝	yōng	'jowng
壅	1184	i	雝	yōng	'jowngH
壅	1184	i	雝	yōng	'jowngX
